MON timestamp weightedPrice RollingMin RollingMax averPrice stdevPrice coin cash curBalanceCoin curBalanceDollar trades decision
MON 223 6228.81 6305.7 6907.96 6228.81 0 0.0 870.4810518174787 0.13975077933304736 870.4810518174787 2 0
MON 224 6238.05 6136.42 6885.91 6238.05 0 0.0 870.4810518174787 0.13954377599049042 870.4810518174787 2 0
MON 225 6276.12 6136.42 6885.91 6276.12 0 0.0 870.4810518174787 0.13869732443252816 870.4810518174787 2 0
MON 226 6359.64 6136.42 6885.91 6359.64 0 0.0 870.4810518174787 0.1368758375973292 870.4810518174787 2 0
MON 227 6741.75 6136.42 6885.91 6741.75 0 0.0 870.4810518174787 0.12911796667296752 870.4810518174787 2 0
MON 228 7321.04 6136.42 6885.91 7321.04 0 0.1189012833992819 0.0 0.1189012833992819 870.4810518174787 3 1
MON 229 7370.78 6136.42 7387.24 7370.78 0 0.1189012833992819 0.0 0.1189012833992819 876.3952016537589 3 0
MON 230 7466.86 6136.42 7534.99 7466.86 0 0.1189012833992819 0.0 0.1189012833992819 887.819236962762 3 0
MON 231 7354.13 6136.42 7534.99 7354.13 0 0.1189012833992819 0.0 0.1189012833992819 874.415495285161 3 0
MON 232 7419.29 6136.42 7594.67 7419.29 0 0.1189012833992819 0.0 0.1189012833992819 882.1631029114582 3 0
MON 233 7418.49 6136.42 7594.67 7418.49 0 0.1189012833992819 0.0 0.1189012833992819 882.0679818847387 3 0
MON 234 7711.11 6192.24 7594.67 7711.11 0 0.1189012833992819 0.0 0.1189012833992819 916.8608754330365 3 0
MON 235 8424.27 6212.22 7771.5 8424.27 0 0.1189012833992819 0.0 0.1189012833992819 1001.6565147020685 3 0
MON 236 8181.39 6256.51 8424.27 8181.39 0 0.1189012833992819 0.0 0.1189012833992819 972.777770990051 3 0
MON 237 7951.58 6357.01 8424.27 7951.58 0 0.1189012833992819 0.0 0.1189012833992819 945.4530670520619 3 0
MON 238 8165.01 6684.17 8424.27 8165.01 0 0.1189012833992819 0.0 0.1189012833992819 970.8301679679707 3 0
MON 239 8192.15 7262.41 8424.27 8192.15 0 0.1189012833992819 0.0 0.1189012833992819 974.0571487994272 3 0
MON 240 8218.46 7262.41 8424.27 8218.46 0 0.1189012833992819 0.0 0.1189012833992819 977.1854415656621 3 0
MON 241 8180.48 7262.41 8424.27 8180.48 0 0.1189012833992819 0.0 0.1189012833992819 972.6695708221575 3 0
MON 242 7780.44 7262.41 8424.27 7780.44 0 0.1189012833992819 0.0 0.1189012833992819 925.1043014111087 3 0
MON 243 7624.91 7383.82 8424.27 7624.91 0 0.1189012833992819 0.0 0.1189012833992819 906.6115848040185 3 0
MON 244 7567.15 7409.1 8424.27 7567.15 0 0.1189012833992819 0.0 0.1189012833992819 899.743846674876 3 0
MON 245 7434.39 7504.95 8424.27 7434.39 0 0.0 883.9585122907873 0.1189012833992819 883.9585122907873 4 -1
MON 246 7032.85 7328.65 8424.27 7032.85 0 0.0 883.9585122907873 0.12568994252554616 883.9585122907873 4 0
MON 247 7068.48 6984.07 8424.27 7068.48 0 0.0 883.9585122907873 0.12505637878168818 883.9585122907873 4 0
MON 248 6951.8 6940.7 8424.27 6951.8 0 0.0 883.9585122907873 0.12715534283074703 883.9585122907873 4 0
MON 249 6753.12 6890.54 8424.27 6753.12 0 0.0 883.9585122907873 0.13089631345078828 883.9585122907873 4 0
MON 250 6305.8 6748.24 8424.27 6305.8 0 0.0 883.9585122907873 0.14018181868926818 883.9585122907873 4 0
MON 251 6568.23 6226.22 8424.27 6568.23 0 0.0 883.9585122907873 0.13458093158899542 883.9585122907873 4 0
MON 252 6184.71 6226.22 8424.27 6184.71 0 0.0 883.9585122907873 0.14292642861036126 883.9585122907873 4 0
MON 253 6295.73 6124.52 8424.27 6295.73 0 0.0 883.9585122907873 0.14040603905993226 883.9585122907873 4 0
MON 254 6322.69 6109.03 8424.27 6322.69 0 0.0 883.9585122907873 0.1398073466025991 883.9585122907873 4 0
MON 255 6297.57 6109.03 8424.27 6297.57 0 0.0 883.9585122907873 0.14036501575858423 883.9585122907873 4 0
MON 256 6199.71 6109.03 8424.27 6199.71 0 0.0 883.9585122907873 0.14258062268893018 883.9585122907873 4 0
MON 257 6308.52 5971.05 8424.27 6308.52 0 0.0 883.9585122907873 0.14012137748485973 883.9585122907873 4 0
MON 258 6334.73 5971.05 8424.27 6334.73 0 0.0 883.9585122907873 0.13954162407723572 883.9585122907873 4 0
MON 259 6580.63 5971.05 8424.27 6580.63 0 0.0 883.9585122907873 0.13432733830815397 883.9585122907873 4 0
MON 260 6423.76 5971.05 8424.27 6423.76 0 0.0 883.9585122907873 0.13760764914797366 883.9585122907873 4 0
MON 261 6506.07 5971.05 8424.27 6506.07 0 0.0 883.9585122907873 0.13586673864418725 883.9585122907873 4 0
MON 262 6308.53 5971.05 8424.27 6308.53 0 0.0 883.9585122907873 0.14012115537071035 883.9585122907873 4 0
